2002-10-29,7366,7366,7366,7366,20549
2002-10-30,8244,8244,8152,8245,853638
2002-10-31,8369,8570,7641,7835,1320880
2002-11-01,8036,8287,7065,7349,750761
2002-11-04,7281,7331,6804,6981,692165
2002-11-05,6946,7315,6946,6973,627360
2002-11-06,7081,7132,6662,6822,510299
2002-11-07,6780,7157,6763,6830,477344
2002-11-08,6670,6762,6570,6697,275477
2002-11-11,6679,7089,6679,6864,440667
2002-11-12,6747,6780,6445,6495,293257
2002-11-13,6495,6654,6143,6161,431938
2002-11-14,6362,6429,5943,6127,350059
2002-11-15,6277,6436,6076,6437,431033
2002-11-18,6411,6520,6335,6345,266084
2002-11-19,6427,6612,6411,6462,373084
2002-11-20,6461,6721,6453,6722,439962
2002-11-21,6813,6846,6578,6613,270533
2002-11-22,6763,7082,6663,6755,711594
2002-11-25,6846,6955,6662,6814,322877
2002-11-26,6896,6947,6679,6697,337609
2002-11-27,6613,6713,6161,6311,806951
2002-11-28,6444,6771,6310,6596,780540
2002-11-29,6679,7382,6578,7383,1479611
2002-12-02,7549,8169,7281,7584,1485602
2002-12-03,7700,7817,7599,7718,512423
2002-12-04,7533,8036,7483,7818,574732
2002-12-05,7984,8738,7750,8538,1135449
2002-12-06,8470,9140,8453,8672,1032996
2002-12-09,8838,8888,8420,8488,358735
2002-12-10,8320,8839,8287,8722,477347
2002-12-11,8822,9459,8755,8973,803784
2002-12-12,9190,9843,9156,9660,992035
2002-12-13,9726,10161,9575,9660,663596
2002-12-16,9541,9809,9240,9459,346720
2002-12-17,9743,9760,9291,9408,374268
2002-12-18,9307,9642,9273,9375,341299
2002-12-20,9274,9459,8973,9023,285080
2002-12-23,8973,9174,8362,8705,408308
2002-12-24,8705,9107,8688,8956,555890
2002-12-26,8940,8973,8370,8370,347899
2002-12-27,8169,8537,7951,8237,328805
2002-12-30,8202,8235,7298,7450,458753
2003-01-02,7701,8337,7651,8337,531618
2003-01-03,8721,9324,8721,9325,877932
2003-01-06,9407,9658,8955,9442,894211
2003-01-07,9676,9693,8955,9040,670579
2003-01-08,9207,9844,9140,9525,1081365
2003-01-09,9307,9910,9290,9710,628547
2003-01-10,9977,9993,8554,9258,751535
2003-01-13,9258,9559,9157,9492,367540
2003-01-14,9492,9559,9307,9308,318544
2003-01-15,9324,9459,9073,9308,369085
2003-01-16,9174,9191,8957,9057,342875
2003-01-17,8872,9173,8704,8806,336842
2003-01-20,8538,8890,8538,8655,200070
2003-01-21,8588,8806,8588,8772,193480
2003-01-22,8587,8805,8587,8689,186832
2003-01-23,8788,9424,8754,9392,476378
2003-01-24,9273,9391,8704,8990,280248
2003-01-27,8671,8738,8319,8622,208988
2003-01-28,8572,8705,8538,8605,133989
2003-01-29,8655,8756,8170,8203,158164
2003-01-30,8228,8739,8228,8605,171859
2003-02-03,8537,8872,8436,8806,179947
2003-02-04,8940,8956,8772,8789,138695
2003-02-05,8705,8823,8638,8789,68218
2003-02-06,8822,8856,8538,8554,82722
2003-02-07,8555,8605,8337,8387,104648
2003-02-10,8337,8571,8270,8454,103246
2003-02-11,8571,8806,8387,8554,204703
2003-02-12,8621,8888,8587,8823,185544
2003-02-13,8889,8922,8587,8672,94905
2003-02-14,8622,8756,8504,8705,78762
2003-02-17,9124,9157,8973,9157,166705
2003-02-18,9123,9224,8989,9040,116862
2003-02-19,9241,9291,9023,9023,217402
2003-02-20,9023,9124,8806,9023,120113
2003-02-21,9089,9123,8989,8990,75545
2003-02-24,8990,9408,8990,9408,138140
2003-02-25,9290,9290,8989,8990,90399
2003-02-26,9123,9340,9022,9308,148864
2003-02-27,9139,9642,9089,9459,165452
2003-02-28,9660,9660,9191,9358,115039
2003-03-03,9325,9425,9207,9408,75963
2003-03-04,9240,9307,9073,9074,78300
2003-03-05,8855,8955,8654,8739,121478
2003-03-06,8689,8873,8471,8705,83300
2003-03-07,8454,8789,8337,8454,106855
2003-03-10,8253,8488,8220,8337,98704
2003-03-11,8035,8337,8035,8153,62280
2003-03-12,8186,8789,8170,8789,182093
2003-03-13,8788,8805,8470,8622,110931
2003-03-14,9039,9123,8905,9007,191966
2003-03-17,8939,8939,8453,8622,83700
2003-03-18,9341,9642,9207,9643,319349
2003-03-19,9391,10211,9391,9710,264869
2003-03-20,9960,10094,9709,10011,232706
2003-03-21,10060,10261,9960,9961,249585
2003-03-24,10045,10095,9676,9676,141039
2003-03-25,9258,9726,9258,9492,94846
2003-03-26,9658,10295,9658,9911,208483
2003-03-27,9944,10865,9911,10714,453285
2003-03-28,11032,11250,10815,11049,545851
2003-03-31,11016,11016,10329,10714,165438
2003-04-01,10630,10999,10547,10915,155217
2003-04-02,11049,11467,10748,11467,391467
